genre,channel,sender,date,message
variety,#totalbiscuit,regnir147,1497902573376,too smexy for that shirt yo
variety,#totalbiscuit,rilel,1497902577814,Need to get a bard so we can have Gav in here
variety,#totalbiscuit,luvonna,1497902579257,Necrolord79 A highway man.
variety,#totalbiscuit,lonerarchon,1497902579429,ouch
variety,#totalbiscuit,halanaestra,1497902579763,@BrewMaStar Jirard is a Vestal
variety,#totalbiscuit,rym144,1497902580538,cynicalUL
variety,#totalbiscuit,greytalon,1497902583627,Ow
variety,#totalbiscuit,schattenmensch,1497902584504,:D
chill,#enviosity,realrellek,1497902586116,"🎤 WutFace it staaaaarts with one thing, I don’t know why, it doesn’t even matter how hard you try enviBad"
variety,#totalbiscuit,sunlight_scrub,1497902586329,wow
variety,#totalbiscuit,dealenkiii,1497902590114,cynicalLUL
variety,#totalbiscuit,damnusername,1497902593319,wow rood :P
chill,#shenryyr,xxdeadxaaron,1497902593996,To see stuff @HoeTown
chill,#shenryyr,mufffinns,1497902594870,@HoeTown to see the number of divisions enemies have
chill,#enviosity,doomedrpgthesuperking,1497902595535,Hi
chill,#enviosity,rarepeepeefarm,1497902599699,Keep that in mind
chill,#shenryyr,hoetown,1497902603086,thanks
chill,#enviosity,rarepeepeefarm,1497902603331,I designed this rhymw
chill,#enviosity,rarepeepeefarm,1497902606175,rhymw Kappa
variety,#totalbiscuit,thephoenixwylde,1497902606594,cynicalScandal cynicalScandal cynicalScandal cynicalScandal cynicalScandal
variety,#totalbiscuit,necrolord79,1497902608755,ah ok
variety,#totalbiscuit,markzetsu,1497902611755,"Jirard fears people, quite the alternate dimension lmao"
chill,#enviosity,maximillien997,1497902613896,whats uuuuuuuup chatttt
variety,#totalbiscuit,torur13,1497902615572,cynicalUL
chill,#shenryyr,najtszak,1497902618288,poland stronk
variety,#totalbiscuit,greytalon,1497902619149,cynicalScandal
chill,#shenryyr,dnexto,1497902624119,@shenryyr is radio support company better then artillery ?
chill,#enviosity,shadow135764,1497902624723,!quote 180
chill,#enviosity,automaticrobot,1497902625194,"Quote #180: ""it's always best to start small"" enviSmug"
chill,#enviosity,doomedrpgthesuperking,1497902627474,Omg minion 3 commercial oh boy
chill,#enviosity,johnny78914,1497902628030,@tsukuyomi20 ur welcome
chill,#shenryyr,jegfaaraldri,1497902629102,@shenryyr sadly Canada dodm
variety,#totalbiscuit,gertaiusthelich,1497902630390,@dealenkiii cynicalPolice you goofed the emote :P
chill,#enviosity,shadow135764,1497902630727,enviG
variety,#totalbiscuit,brewmastar,1497902642036,@halanaestra ah didnt see him
variety,#totalbiscuit,halanaestra,1497902642101,Joe needs stress relief
chill,#enviosity,shadow135764,1497902642397,@gbguy !quote 180 is for your business
variety,#totalbiscuit,straga,1497902642751,angryjoe needs to chill out
chill,#shenryyr,grinbringer,1497902643511,snek tactics again :D
chill,#shenryyr,dart133,1497902643950,greece froze
chill,#enviosity,gbguy,1497902653207,MEGALUL
chill,#shenryyr,selfavenge,1497902659498,@shenryyr Will Red China try and take regular China?
chill,#shenryyr,cs_hague,1497902660120,Signal Company is great if you want to keep the pressure on
variety,#totalbiscuit,krisviking,1497902660487,"I am Bender, please insert girder."
chill,#enviosity,xxicayxx,1497902660507,I hope there is no cheese
chill,#shenryyr,anthithei,1497902661354,Poland is going to get back Moscow? :D
chill,#shenryyr,vinnieuscheesius,1497902663786,is there really cows in moscow? danHmm
chill,#enviosity,saiyanlogo,1497902673815,???
chill,#enviosity,victor4thewin,1497902674535,FailFish
chill,#shenryyr,jegfaaraldri,1497902676875,@shenryyr damn my fat fingers. Canada didn't paradrop. they tentacled their way up and the tentacle was eaten
chill,#enviosity,ploiy,1497902677649,lol
chill,#enviosity,tsukuyomi20,1497902679670,FailFish
chill,#enviosity,johnny78914,1497902682894,luuuuul
chill,#enviosity,xxicayxx,1497902685689,If this works it would be cheese LUL
chill,#enviosity,shotgunninja,1497902686278,FailFish
chill,#enviosity,johnny78914,1497902686423,hahaha
chill,#enviosity,waisillenst,1497902690990,lol
chill,#enviosity,saiyanlogo,1497902691021,Just reset; it'd be faster
variety,#totalbiscuit,dealenkiii,1497902692141,@GertaiusTheLich woops cynicalDead
variety,#totalbiscuit,moobot,1497902692254,"Thank you for subbing, SoullessRedhead and PashaPlays! You now have access to VoDs, the best chat on Twitch, ad-free viewing and a ton of great cynicalHydra emotes cynicalUL"
chill,#enviosity,maximillien997,1497902692725,=0
chill,#enviosity,rarepeepeefarm,1497902693994,Envi really wants to cheese
chill,#enviosity,spyboy690,1497902696777,LUL
chill,#enviosity,johnny78914,1497902703384,MingLee MingLee
chill,#enviosity,cazey23,1497902703578,can you do this with the ceiling ?
chill,#enviosity,realrellek,1497902704810,Softlocked enviSmug
chill,#shenryyr,itstehfruity,1497902705037,^that's what i was thinking
variety,#totalbiscuit,halanaestra,1497902712500,Jim needs skills!
chill,#shenryyr,mehdi_fr,1497902713238,!backseat
chill,#shenryyr,shen_chair_bot,1497902713703,"Please don't backseat. Shen doesn't need you telling him what to do unless he asks for advice. Reminders are welcome though. Eg. ""Shen you forgot to cancel access """
chill,#enviosity,tsukuyomi20,1497902715642,the creator spoke!!!
chill,#shenryyr,mehdi_fr,1497902715786,shenFury
chill,#enviosity,rarepeepeefarm,1497902719056,He can get out
chill,#shenryyr,onionmaster32,1497902719515,I dont think the ai can paradrop
chill,#shenryyr,prowled,1497902720297,"Name the tanks, the iron caseroles!"
chill,#shenryyr,prowled,1497902722528,shen
chill,#shenryyr,meatpants,1497902726466,he's not going to mess with Canada?
chill,#shenryyr,variablekrebs,1497902727921,You ctrl+click to add 10 at a time though
chill,#shenryyr,ritualsauce,1497902729683,ctrl + click adds 10 and shift + click adds 100 to production queue
variety,#totalbiscuit,straga,1497902731316,Why not Cry?
chill,#enviosity,tsukuyomi20,1497902733915,yeah but it's boring ^
variety,#totalbiscuit,halanaestra,1497902734629,@TotalBiscuit Jim needs anti stress skills!
chill,#enviosity,derpy_ponies,1497902734974,Envi trained for this
chill,#enviosity,doomedrpgthesuperking,1497902737687,Oh boy
chill,#enviosity,derpy_ponies,1497902739559,remember the stair level
chill,#enviosity,xxicayxx,1497902742582,You cant duck and grab the pow block with big mario? Im not really sure about that Envi! :P
variety,#totalbiscuit,zetakh,1497902743841,@TotalBiscuit Your Flagellant is a proper tank
variety,#totalbiscuit,vertiguous,1497902746002,would it be possible to have a Flagellant that won't flagellate to relieve stress? don't remember if that was a specific quirk
chill,#enviosity,noeyfn,1497902749283,I mastered duck jumps -envi
chill,#enviosity,roguefroschisocki,1497902751995,what if in the block is a bob omb ?
chill,#shenryyr,jakesfield,1497902752088,wtf?
chill,#enviosity,maximillien997,1497902754857,=O
chill,#enviosity,victor4thewin,1497902755790,Claustrophobia is ramping up WutFace
chill,#enviosity,spawnlink_,1497902755921,i believe in you envi
chill,#enviosity,spyboy690,1497902756299,!bob you can do it envi enviSenpai
chill,#shenryyr,jakesfield,1497902756930,that's not right
chill,#enviosity,automaticrobot,1497902756946,GivePLZ CoolStoryBob you can do it envi enviSenpai
chill,#enviosity,gbguy,1497902757107,"MEGALUL at FailFish , even if this isn't intended you KNOW Envi would rather get 6 time-deaths trying this than beating the level normally"
chill,#shenryyr,imgran,1497902757296,@shenryyr Hey does this DLC mean that Britain can eat Indian manpower?
chill,#enviosity,johnny78914,1497902758518,remember the spikes level
chill,#shenryyr,skorsis626,1497902759843,"Spain, the last bastion of the Reich..."
chill,#shenryyr,itstehfruity,1497902762688,odds on them all being like 4 infantry
chill,#shenryyr,najtszak,1497902765167,250 with 1 troop each
chill,#enviosity,shotgunninja,1497902765500,I'm so triggered by this
chill,#shenryyr,lemurlord,1497902765569,now how's that posible
chill,#shenryyr,bobalonghazardly,1497902767203,Spain has been working out danDerp
chill,#shenryyr,hoetown,1497902770309,666k manpower circTin
chill,#enviosity,doomedrpgthesuperking,1497902771887,Did Nintendo patch this ??
chill,#shenryyr,meatpants,1497902773477,hey Shen!
chill,#enviosity,vulpeshd,1497902773716,Duck level master
variety,#totalbiscuit,velkrai,1497902776922,how much is crimson court?
chill,#shenryyr,jakesfield,1497902777122,they must be very small divisions
chill,#shenryyr,tobz3000,1497902777527,Shen can we have a look at your nation please
variety,#totalbiscuit,pashaplays,1497902780336,DO IT
chill,#shenryyr,sli3ncer,1497902781130,@shenryyr why you just don't press crtl to increase by 10 for the navy for example
variety,#totalbiscuit,halanaestra,1497902783769,"9,99€"
variety,#totalbiscuit,greytalon,1497902784049,That's nice
chill,#enviosity,tatahe,1497902785717,"@doomedrpgthesuperking no, he's just bad Kappa"
chill,#enviosity,tsukuyomi20,1497902787260,ResidentSleeper
chill,#enviosity,scrtt,1497902787758,RarePeePeeFarm can you not duck when holding an item in NSMB
variety,#totalbiscuit,deadisation,1497902789874,that item looks sweet for strippin
chill,#shenryyr,itstehfruity,1497902792278,"Spain is actually really powerful around now, but you'd usually need a player to get that big of an army if it's all good divisions"
variety,#totalbiscuit,gertaiusthelich,1497902797483,cynicalSithGen Do it cynicalSithGen
chill,#enviosity,doomedrpgthesuperking,1497902802066,@tatahe oh thank you B)
chill,#enviosity,spyboy690,1497902802123,I feel claustrophobic watching this monkaS
variety,#totalbiscuit,talismaniac77,1497902807044,Kill the gator and eat him and skin him
chill,#enviosity,rarepeepeefarm,1497902807052,I dont think you can
variety,#totalbiscuit,gneeder,1497902807735,"try it, court was weak against bleed"
chill,#shenryyr,teraluz,1497902809906,did you know you looking fine today shen
variety,#totalbiscuit,theslikbandit,1497902811961,do it cynicalSithGen
chill,#enviosity,xxicayxx,1497902826605,Envi just stop trying to cheese the level BabyRage
chill,#shenryyr,ritualsauce,1497902827498,President for life danLUL
chill,#shenryyr,millwheel,1497902828101,President? You mean Comrade I hope
chill,#shenryyr,lunarlizard,1497902830749,Can you get finalnd or are they in the allies
chill,#shenryyr,steel_zenith,1497902831518,no more hamburgers for UK
chill,#shenryyr,mad_nautlous,1497902833344,Invade china when?
chill,#shenryyr,millwheel,1497902836065,Seditious capitalist pig
chill,#shenryyr,tobz3000,1497902836260,thanks shenpai shenExcite KappaPride
chill,#shenryyr,lemurlord,1497902836633,"""""President"""""
chill,#enviosity,shadow135764,1497902838189,"@RarePeePeeFarm there IS a way to get out, but envi cant do it"
chill,#enviosity,shotgunninja,1497902840396,250 seconds later... !violin
chill,#enviosity,shotgunninja,1497902844389,!violin
chill,#enviosity,rarepeepeefarm,1497902847735,@shadow135764 =3
chill,#shenryyr,arrchangelll,1497902848612,with freedom
chill,#shenryyr,monkeymangam,1497902851933,Have you tried the Kaissereich mod yet
chill,#enviosity,spawnlink_,1497902853974,you cant crouch jump out of that right?
chill,#shenryyr,hpthejuggernut,1497902854332,proabably shit tier troops
chill,#shenryyr,connori51,1497902857537,Could be small divisions
chill,#shenryyr,neuroticpcgamer,1497902860776,ally portugal and do a land invasion
variety,#totalbiscuit,lonerarchon,1497902860825,cynicalDead cynicalDead cynicalDead incoming
chill,#enviosity,spawnlink_,1497902862447,idk what its called
chill,#shenryyr,alexbros68,1497902863152,those are bad divisions
chill,#enviosity,doomedrpgthesuperking,1497902863525,Rest and grab helmet get the minish to make you small then grab the pow and beat the level
variety,#totalbiscuit,shikui,1497902867107,cynicalOld cynicalOld
chill,#enviosity,maximillien997,1497902867193,=O
chill,#enviosity,spyboy690,1497902867585,almost monkaS
variety,#totalbiscuit,luvonna,1497902868031,doogYe
chill,#shenryyr,alexbros68,1497902868116,like colonial
chill,#enviosity,ryankalithan,1497902868788,!fu
chill,#enviosity,amatonad,1497902869966,why dont you just go in as small mario with the star and you can skip the first damage boost
variety,#totalbiscuit,deadisation,1497902872529,"""a slow and insidious killer"""
chill,#enviosity,gbguy,1497902873432,"inb4 Enviosity dies to the clock then jumps right back in here next life to ""prove it can be done"""
chill,#shenryyr,alexbros68,1497902873551,or something
chill,#shenryyr,inmijnsas,1497902875181,dictator?
variety,#totalbiscuit,deadisation,1497902875564,DO IT
variety,#totalbiscuit,fluffyabsol,1497902875641,Dumb ways to die.. So many dumb ways to die. cynicalDead
chill,#enviosity,drmusicalgamer,1497902875921,young fool
chill,#shenryyr,millwheel,1497902876084,The most equal of them all
chill,#enviosity,derpy_ponies,1497902876904,Go envi GOOOO!
chill,#shenryyr,ezio1950,1497902878190,Mr.Presidente
chill,#shenryyr,the_then,1497902879656,@shenryyr they only have 35 factories so its probably weak troops
chill,#enviosity,spyboy690,1497902880464,Thomas why BibleThump
variety,#totalbiscuit,deadisation,1497902882412,more BLEEDS
chill,#enviosity,derpy_ponies,1497902884165,<3 you can do it <3
chill,#enviosity,shotgunninja,1497902884794,!sadtrombone
chill,#enviosity,tsukuyomi20,1497902885098,ResidentSleeper why are you trying to beat the level in this way ResidentSleeper
chill,#shenryyr,goodbye47,1497902887026,I know how u hire canada to paradrop him
chill,#enviosity,shadow135764,1497902887284,!quote 192
chill,#enviosity,drmusicalgamer,1497902887747,only in end do you understand
chill,#enviosity,automaticrobot,1497902887764,"Quote #192: ""I just want to have my own quote Jebaited "" - shadow135764 Kappa"
variety,#totalbiscuit,moobot,1497902891525,"Thank you for subbing, Alexumer! You now have access to VoDs, the best chat on Twitch, ad-free viewing and a ton of great cynicalHydra emotes cynicalUL"
chill,#enviosity,shadow135764,1497902891878,Jebaited there we go
chill,#shenryyr,titusmariushabitus,1497902892735,his excellency The Dood
chill,#shenryyr,moobot,1497902892877,"Previously in Shen's stream, playing HOI4 : ""The year is 1950. Bohemian Empire has definitely become THE European Leader. Who would think that, back in 1936? LUL """
chill,#shenryyr,purplemanfly,1497902893214,El Presidente ?
variety,#totalbiscuit,newwillinium,1497902896199,We shall Bleed the Vampire's for the Blood God!
variety,#totalbiscuit,fluffyabsol,1497902897496,"If it bleeds, ir.. can probably bleed a lot more."
chill,#enviosity,shotgunninja,1497902898600,!quote 169
chill,#enviosity,xxicayxx,1497902898822,@Enviosity it would be cheese anyways DansGame
chill,#enviosity,jared_gaming_,1497902900443,Quotes work? PogChamp
chill,#enviosity,spyboy690,1497902901141,quotes are back PogChamp
variety,#totalbiscuit,dasacht,1497902905683,When in doubt; Use the Plague. cynicalUL cynicalSick
chill,#shenryyr,steel_zenith,1497902906355,No.1 Comrade
chill,#shenryyr,pec_adillo,1497902906606,lines of tanks is my drug of choice
chill,#shenryyr,alperenkasp,1497902907373,he has only 45 factories ı guess his divisions is crap :D @shenryyr
chill,#enviosity,rarepeepeefarm,1497902910562,Helmets dont affect anything DansGame
chill,#enviosity,shotgunninja,1497902912114,hmm
variety,#totalbiscuit,talismaniac77,1497902913460,cynicalHydra cynicalDevil cynicalHeresy cynicalBaby
variety,#totalbiscuit,torur13,1497902916886,cynicalCynical do you bleed
chill,#enviosity,shotgunninja,1497902916996,!quote 169
chill,#enviosity,k1n_gg,1497902917675,why did you needed to be big ?
chill,#shenryyr,millwheel,1497902919014,When are you going to invade the decadent capitalist wasteland known as Mexico?
chill,#enviosity,spyboy690,1497902921354,!quote
chill,#enviosity,automaticrobot,1497902921759,"Quote #247: ""I just watched Aura play this level for 8 hours. NOOOOOO!"""
variety,#totalbiscuit,greytalon,1497902922340,Crendor might eat someone
variety,#totalbiscuit,greyfroggy21,1497902926521,lol crendor is the test rat
chill,#enviosity,shotgunninja,1497902927661,!quote 69
chill,#enviosity,cazey23,1497902928979,i know it's possible but with the celling it looks not
chill,#shenryyr,lemurlord,1497902929116,"This is absurd, on my south africa run I had like... 30 factories"
